Fin,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts,race_name,date,year,track,laps,track_len,caution_cnt,caution_laps,race_dur,avg_speed,pole_speed,margin,lead_changes,PPts
13,24,89,   Morgan Shepherd ,Victory in Jesus / Eldora Speedway   (Morgan Shepherd),Chevrolet,207,"31,743",running,0,124,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
14,20,28,   Kenny Wallace ,U.S. Border Patrol   (Jay Robinson),Chevrolet,207,"31,633",running,0,121,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
15,39,34,   Tony Raines ,Long John Silver's   (Bob Jenkins),Chevrolet,207,"32,023",running,0,118,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
16,33,24,   Eric McClure ,Hefty   (Ed Rensi),Ford,207,"30,763",running,0,115,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
17,37,23,   Ken Butler III ,"Aaron's   (Robert Richardson, Sr.)",Chevrolet,207,"30,578",running,0,112,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
18,31,1,"   Danny O'Quinn, Jr. ",Station Casinos / Shaug Construction   (Johnny Davis),Chevrolet,206,"23,975",running,0,109,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
19,32,26,   Brian Keselowski ,Schweitzer Title   (Dusty Whitney),Dodge,205,"23,865",running,0,106,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
20,29,87,   Joe Nemechek ,NEMCO Motorsports   (Joe Nemechek),Chevrolet,205,"24,605",running,0,103,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
21,4,20,   Denny Hamlin ,Interstate Batteries   (Joe Gibbs),Toyota,196,"23,645",crash,7,105,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
22,9,1,   Mike Bliss ,Miccosukee Resort & Gaming   (James Finch),Chevrolet,194,"32,478",crash,16,102,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
23,27,2,   Andy Ponstein ,CorrieStottRacing.com   (Corrie Stott),Chevrolet,189,"23,375",engine,0,94,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
24,36,61,   Brandon Whitt ,Specialty Racing   (Charles Shoffner),Ford,182,"30,133",running,0,91,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
25,26,27,   Jason Keller ,Scott Tissue / Cottonelle / Smith's   (Mike Curb),Ford,177,"29,748",crash,0,88,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
26,12,6,   David Ragan ,Discount Tire   (Jack Roush),Ford,169,"23,020",crash,1,90,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
27,8,88,   Brad Keselowski ,Klondike   (JR Motorsports),Chevrolet,165,"29,353",running,0,82,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
28,43,31,   Stanton Barrett ,Zona Health   (Rick Ware),Chevrolet,151,"22,740",running,0,79,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
29,2,33,   Kevin Harvick ,Rheem Tankless Water Heaters   (Kevin Harvick),Chevrolet,146,"22,590",running,41,81,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
30,6,66,   Steve Wallace ,U.S. Fidelis   (Rusty Wallace),Chevrolet,144,"29,248",running,0,73,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
31,19,7,   David Green ,PMCLife.com   (Pete Szekeres),Toyota,104,"28,838",crash,0,70,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
32,34,15,   Michael Annett ,Pilot Travel Centers   (Germain Racing),Toyota,90,"28,728",crash,0,67,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
33,25,81,   D.J. Kennington ,Red Bank Outfitters / NPP   (Pat MacDonald),Dodge,89,"28,618",crash,0,64,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
34,30,0,"   Robert Richardson, Jr. ","North Texas Pipe   (Robert Richardson, Sr.)",Chevrolet,89,"22,040",crash,0,61,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
35,17,5,   Casey Atwood ,MC2 Energy Drink / 31-W Insulation   (Wayne Day),Ford,76,"28,398",engine,0,58,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
36,38,52,   Scott Gaylord ,Hooters Casino Hotel   (Jimmy Means),Chevrolet,65,"28,363",crash,0,55,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
37,18,10,   Kelly Bires ,Braun Racing   (Todd Braun),Toyota,32,"21,855",ignition,1,57,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
38,41,9,   John Wes Townley ,Zaxby's   (Robby Benton),Ford,26,"28,288",crash,0,49,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
39,5,18,   Kyle Busch ,Z-Line Designs   (Joe Gibbs),Toyota,21,"21,765",crash,0,46,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
40,1,99,   Scott Speed ,Red Bull   (Michael Waltrip),Toyota,21,"31,298",crash,2,48,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
41,22,91,   Terry Cook ,MSRP Motorsports   (MSRP Motorsports),Chevrolet,20,"28,138",electrical,0,40,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
42,40,90,   Johnny Chapman ,MSRP Motorsports   (MSRP Motorsports),Chevrolet,12,"28,093",rear end,0,37,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
43,21,96,   Dennis Setzer ,Dusty's Collision   (Dusty Whitney),Dodge,3,"21,582",transmission,0,34,2009_Sam's_Town_300,2009-02-28,2009,Las Vegas Motor Speedway,200,1.5,12,60,2.9377777777777787,106.713,182.451,0.391,17,
1,13,33,   Kevin Harvick ,Armour Meats   (Kevin Harvick),Chevrolet,300,"51,820",running,46,190,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
2,2,60,   Carl Edwards ,Scotts Turf Builder   (Jack Roush),Ford,300,"41,875",running,75,175,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
3,7,29,   Clint Bowyer ,Holiday Inn / Holiday Inn Express   (Richard Childress),Chevrolet,300,"34,575",running,3,170,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
4,6,16,   Matt Kenseth ,CitiFinancial   (Jack Roush),Ford,300,"28,275",running,0,160,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
5,14,12,   Justin Allgaier ,Verizon Wireless   (Roger Penske),Dodge,300,"35,318",running,0,155,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
6,4,18,   Kyle Busch ,Z-Line Designs   (Joe Gibbs),Toyota,300,"25,725",running,156,160,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
7,30,66,   Steve Wallace ,5-Hour Energy Drink   (Rusty Wallace),Chevrolet,300,"30,703",running,0,146,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
8,19,99,   Scott Speed ,Red Bull   (Michael Waltrip),Toyota,300,"32,663",running,0,142,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
9,23,20,   Joey Logano ,GameStop / Halo Wars   (Joe Gibbs),Toyota,300,"30,368",running,0,138,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
10,9,38,   Jason Leffler ,Great Clips   (Todd Braun),Toyota,300,"30,868",running,0,134,2009_Scotts_Turf_Builder_300,2009-03-21,2009,Bristol Motor Speedway,300,0.5329999999999999,10,62,2.0058333333333334,79.717,126.162,0.7979999999999999,16,
